,Time,latitude,longitude,Depth,Total Log,Heading,STW,COG,SOG,TWD,TWA,TWS,AWA,AWS,AWS (max),Water Temperature,date,speed_delta,distance,log_entry,data,havens,vertrekhaven,tussenstop,aankomsthaven
2145,2025-09-20 14:38:00,52.6253033,5.08228,3.42,662.1,,4.4,302.5,5.3,179.5,-123.0,13.3,-100.0,11.3,11.9,16.5,2025-09-20,-1.0,0.08322429282094275,2025-09-20 - Medemblik - Hoorn.md,2025-09-20,- Medemblik - Hoorn, Medemblik ,, Hoorn
2146,2025-09-20 14:39:00,52.6260033,5.080405,3.58,662.2,,3.6,301.2,4.3,187.7,-113.5,11.3,-91.0,10.4,11.0,16.5,2025-09-20,0.7000000000000002,0.08029414740225514,2025-09-20 - Medemblik - Hoorn.md,2025-09-20,- Medemblik - Hoorn, Medemblik ,, Hoorn
2147,2025-09-20 14:40:00,52.6266266,5.0785016,3.47,662.2,,4.0,301.9,5.0,171.2,-130.7,12.1,-107.5,9.6,9.6,16.5,2025-09-20,0.09999999999999964,0.07888773771739957,2025-09-20 - Medemblik - Hoorn.md,2025-09-20,- Medemblik - Hoorn, Medemblik ,, Hoorn
2148,2025-09-20 14:41:00,52.6273283,5.0764866,3.44,662.3,,4.0,295.0,5.1,164.7,-130.3,12.2,-106.5,9.7,10.2,17.0,2025-09-20,-0.39999999999999947,0.08473518496493429,2025-09-20 - Medemblik - Hoorn.md,2025-09-20,- Medemblik - Hoorn, Medemblik ,, Hoorn
2149,2025-09-20 14:42:00,52.6280233,5.0745733,3.43,662.5,,3.8,306.2,4.7,173.7,-132.5,10.8,-108.0,8.4,9.6,16.5,2025-09-20,0.39999999999999947,0.08132998704541183,2025-09-20 - Medemblik - Hoorn.md,2025-09-20,- Medemblik - Hoorn, Medemblik ,, Hoorn
2150,2025-09-20 14:43:00,52.6286883,5.0725816,3.33,662.5,,4.0,307.7,5.1,166.7,-141.0,12.1,-119.5,8.8,8.8,16.5,2025-09-20,-0.5999999999999996,0.08291194074188268,2025-09-20 - Medemblik - Hoorn.md,2025-09-20,- Medemblik - Hoorn, Medemblik ,, Hoorn
2151,2025-09-20 14:44:00,52.6294966,5.0708166,3.41,662.5,,3.4,311.6,4.5,164.9,-146.7,10.8,-127.5,7.5,8.0,16.5,2025-09-20,-1.1,0.080644878927431,2025-09-20 - Medemblik - Hoorn.md,2025-09-20,- Medemblik - Hoorn, Medemblik ,, Hoorn
2152,2025-09-20 14:45:00,52.6302133,5.0694116,3.41,662.5,,3.0,307.1,3.4,162.7,-144.4,10.7,-130.5,8.2,8.2,16.5,2025-09-20,0.3999999999999999,0.06693941202400829,2025-09-20 - Medemblik - Hoorn.md,2025-09-20,- Medemblik - Hoorn, Medemblik ,, Hoorn
2153,2025-09-20 14:46:00,52.6307666,5.0677833,3.25,662.6,,3.2,304.5,3.8,156.7,-147.8,10.4,-132.0,7.5,7.6,16.5,2025-09-20,-1.2999999999999998,0.06806244721706817,2025-09-20 - Medemblik - Hoorn.md,2025-09-20,- Medemblik - Hoorn, Medemblik ,, Hoorn
2154,2025-09-20 14:47:00,52.6313366,5.0667083,3.53,662.6,,1.8,316.8,2.5,150.9,-165.9,8.3,-160.0,5.9,6.0,16.5,2025-09-20,1.7999999999999998,0.05206215582825669,2025-09-20 - Medemblik - Hoorn.md,2025-09-20,- Medemblik - Hoorn, Medemblik ,, Hoorn
2155,2025-09-20 14:49:00,52.6326766,5.064825,3.74,662.7,,3.6,345.7,4.3,156.5,170.8,6.4,153.5,2.3,2.5,17.0,2025-09-20,0.10000000000000053,0.105838655477739,2025-09-20 - Medemblik - Hoorn.md,2025-09-20,- Medemblik - Hoorn, Medemblik ,, Hoorn
2156,2025-09-20 14:50:00,52.6338983,5.0646416,3.01,662.8,,3.6,355.0,4.4,153.2,158.2,6.0,119.5,2.6,2.6,17.0,2025-09-20,-0.20000000000000018,0.07371808369651943,2025-09-20 - Medemblik - Hoorn.md,2025-09-20,- Medemblik - Hoorn, Medemblik ,, Hoorn
2157,2025-09-20 14:51:00,52.6351116,5.06446,3.18,662.8,,3.4,354.3,4.2,164.7,170.4,6.1,151.0,2.1,2.3,17.0,2025-09-20,0.20000000000000018,0.07320942517941173,2025-09-20 - Medemblik - Hoorn.md,2025-09-20,- Medemblik - Hoorn, Medemblik ,, Hoorn
2158,2025-09-20 14:52:00,52.6363216,5.0642916,3.36,663.0,,3.4,355.4,4.4,164.5,169.1,5.7,138.0,1.6,2.6,17.0,2025-09-20,-4.4,0.07296983132237189,2025-09-20 - Medemblik - Hoorn.md,2025-09-20,- Medemblik - Hoorn, Medemblik ,, Hoorn
2159,2025-09-20 14:56:00,52.6379433,5.06642,2.58,663.0,,0.0,,0.0,,,,-105.0,0.9,0.9,17.0,2025-09-20,0.1,0.12458343766450541,2025-09-20 - Medemblik - Hoorn.md,2025-09-20,- Medemblik - Hoorn, Medemblik ,, Hoorn
2160,2025-09-20 15:00:00,52.6379766,5.0664716,2.49,663.0,,0.0,,0.1,,,,-78.5,0.0,0.5,17.0,2025-09-20,,0.002746801946185133,2025-09-20 - Medemblik - Hoorn.md,2025-09-20,- Medemblik - Hoorn, Medemblik ,, Hoorn
2161,2025-09-26 14:29:00,52.6381133,5.0662366,2.57,,,,,,,,,,,,,2025-09-26,,0.011870855271832646,2025-09-26 - Hoorn.md,2025-09-26,- Hoorn, Hoorn,,
2162,2025-09-26 14:30:00,52.637965,5.0652866,2.92,663.0,,0.0,235.8,3.3,98.0,-137.8,4.5,-91.3,3.0,3.6,14.5,2025-09-26,-0.7999999999999998,0.03577105757230016,2025-09-26 - Hoorn.md,2025-09-26,- Hoorn, Hoorn,,
2163,2025-09-26 14:31:00,52.6373566,5.0643083,3.21,663.0,,1.9,193.9,2.5,88.7,-105.2,5.2,-77.0,5.2,5.4,14.5,2025-09-26,0.0,0.05108189977673449,2025-09-26 - Hoorn.md,2025-09-26,- Hoorn, Hoorn,,
2164,2025-09-26 14:32:00,52.6366683,5.0644083,2.89,663.0,,2.1,174.9,2.5,32.7,-142.2,5.9,-121.5,4.3,4.5,14.5,2025-09-26,0.2999999999999998,0.04152155978591603,2025-09-26 - Hoorn.md,2025-09-26,- Hoorn, Hoorn,,
2165,2025-09-26 14:34:00,52.6353283,5.06471,2.61,663.0,,2.4,175.8,2.8,72.2,-103.6,9.5,-86.5,9.3,11.3,14.5,2025-09-26,-1.0999999999999999,0.08127105992332344,2025-09-26 - Hoorn.md,2025-09-26,- Hoorn, Hoorn,,
2166,2025-09-26 14:35:00,52.6347166,5.06503,2.55,663.0,,1.4,105.9,1.7,56.1,-49.8,13.0,-44.5,14.2,14.5,14.5,2025-09-26,-0.3999999999999999,0.03856614994752115,2025-09-26 - Hoorn.md,2025-09-26,- Hoorn, Hoorn,,
2167,2025-09-26 14:36:00,52.6346583,5.0657266,2.06,663.0,,1.1,103.6,1.3,68.3,-35.3,11.4,-31.8,12.5,13.4,14.5,2025-09-26,0.09999999999999987,0.025644957933854143,2025-09-26 - Hoorn.md,2025-09-26,- Hoorn, Hoorn,,
2168,2025-09-26 14:37:00,52.6345416,5.0663466,2.0,663.0,,0.9,104.9,1.4,65.8,-39.1,12.3,-35.3,13.5,14.2,14.0,2025-09-26,1.7000000000000002,0.023673543220412076,2025-09-26 - Hoorn.md,2025-09-26,- Hoorn, Hoorn,,
2169,2025-09-26 14:38:00,52.63461,5.0670666,1.88,663.1,,2.8,62.1,3.1,52.9,-9.2,11.2,-7.3,14.3,14.5,14.0,2025-09-26,-0.30000000000000027,0.02657773719436587,2025-09-26 - Hoorn.md,2025-09-26,- Hoorn, Hoorn,,
2170,2025-09-26 14:39:00,52.63448,5.0683466,2.72,663.1,,2.3,120.3,2.8,59.0,-61.3,11.5,-50.5,13.1,13.4,14.0,2025-09-26,2.4000000000000004,0.047330033506386336,2025-09-26 - Hoorn.md,2025-09-26,- Hoorn, Hoorn,,
2171,2025-09-26 14:42:00,52.63166,5.0695916,3.27,663.3,,3.8,173.4,5.2,51.9,-121.5,12.7,-97.3,10.9,11.1,14.0,2025-09-26,0.0,0.17543633104245768,2025-09-26 - Hoorn.md,2025-09-26,- Hoorn, Hoorn,,
2172,2025-09-26 14:43:00,52.63026,5.069585,3.27,663.3,,4.2,172.8,5.2,53.8,-119.0,12.5,-94.5,11.0,11.2,13.5,2025-09-26,-2.0,0.08412870498926886,2025-09-26 - Hoorn.md,2025-09-26,- Hoorn, Hoorn,,
2173,2025-09-26 15:14:00,52.6109133,5.0774466,3.18,664.1,,3.1,334.5,3.2,61.6,87.1,6.3,60.5,7.2,7.2,13.5,2025-09-26,-0.10000000000000009,1.1974291640101482,2025-09-26 - Hoorn.md,2025-09-26,- Hoorn, Hoorn,,
2174,2025-09-26 15:15:00,52.6118166,5.0767333,3.03,664.2,,3.3,335.9,3.1,58.5,82.6,5.3,54.5,6.5,6.5,13.5,2025-09-26,-0.20000000000000018,0.060198297243942316,2025-09-26 - Hoorn.md,2025-09-26,- Hoorn, Hoorn,,
2175,2025-09-26 15:16:00,52.6126466,5.0760583,3.22,664.2,,2.6,332.7,2.9,85.7,113.0,5.5,81.0,5.1,5.1,13.5,2025-09-26,0.7000000000000002,0.055625841006725296,2025-09-26 - Hoorn.md,2025-09-26,- Hoorn, Hoorn,,
2176,2025-09-26 15:17:00,52.6133616,5.075465,3.08,664.3,,2.5,331.5,3.6,90.4,118.9,5.3,77.5,4.8,5.6,13.5,2025-09-26,0.2999999999999998,0.04811105726989594,2025-09-26 - Hoorn.md,2025-09-26,- Hoorn, Hoorn,,
2177,2025-09-26 15:18:00,52.6142216,5.07479,3.21,664.3,,3.2,332.5,3.9,76.5,104.0,4.1,54.0,4.9,6.2,13.5,2025-09-26,-0.5,0.05724743844887042,2025-09-26 - Hoorn.md,2025-09-26,- Hoorn, Hoorn,,
2178,2025-09-26 15:19:00,52.615165,5.0740616,3.14,664.5,,3.1,334.9,3.4,55.8,80.9,5.7,52.5,7.1,7.1,13.5,2025-09-26,-0.19999999999999973,0.06261084080856644,2025-09-26 - Hoorn.md,2025-09-26,- Hoorn, Hoorn,,
2179,2025-09-26 15:20:00,52.6160183,5.07339,3.04,664.5,,2.6,332.0,3.2,85.5,113.5,5.3,77.5,5.0,5.0,13.5,2025-09-26,0.5,0.05683021598573975,2025-09-26 - Hoorn.md,2025-09-26,- Hoorn, Hoorn,,
2180,2025-09-26 15:21:00,52.61687,5.0727366,3.23,664.5,,2.9,334.1,3.7,73.3,99.2,4.4,56.0,5.3,5.7,13.5,2025-09-26,-0.9000000000000004,0.05645971340348033,2025-09-26 - Hoorn.md,2025-09-26,- Hoorn, Hoorn,,
2181,2025-09-26 15:22:00,52.61769,5.0720966,3.24,664.5,,2.5,333.8,2.8,54.2,80.4,4.4,50.5,5.6,5.7,13.5,2025-09-26,1.2999999999999998,0.05452751703333704,2025-09-26 - Hoorn.md,2025-09-26,- Hoorn, Hoorn,,
2182,2025-09-26 15:23:00,52.61863,5.0714166,3.04,664.6,,3.6,334.8,4.1,50.9,76.1,3.8,36.5,6.3,6.3,13.5,2025-09-26,-0.2999999999999998,0.061694013996798205,2025-09-26 - Hoorn.md,2025-09-26,- Hoorn, Hoorn,,
2183,2025-09-26 15:24:00,52.6196216,5.07069,3.04,664.6,,3.4,337.5,3.8,43.9,66.4,4.3,36.0,6.8,6.8,13.5,2025-09-26,0.5,0.06521715064478682,2025-09-26 - Hoorn.md,2025-09-26,- Hoorn, Hoorn,,
2184,2025-09-26 15:25:00,52.6206966,5.069955,2.98,664.7,,3.8,337.9,4.3,58.2,80.3,5.5,46.0,7.6,7.6,13.5,2025-09-26,-0.09999999999999964,0.06994252847498976,2025-09-26 - Hoorn.md,2025-09-26,- Hoorn, Hoorn,,
2185,2025-09-26 15:26:00,52.6218766,5.0691766,3.11,664.7,,3.8,336.9,4.2,66.0,89.1,5.6,52.5,7.1,7.3,13.5,2025-09-26,-0.8000000000000003,0.07638277362853532,2025-09-26 - Hoorn.md,2025-09-26,- Hoorn, Hoorn,,
2186,2025-09-26 15:27:00,52.622865,5.0684583,3.17,664.8,,2.9,335.4,3.4,90.2,114.8,4.8,72.0,4.6,5.6,13.5,2025-09-26,-0.19999999999999973,0.0649179006328404,2025-09-26 - Hoorn.md,2025-09-26,- Hoorn, Hoorn,,
2187,2025-09-26 15:28:00,52.623705,5.0678133,3.08,665.0,,2.7,334.5,3.2,94.4,119.9,6.3,89.5,5.5,5.5,13.5,2025-09-26,0.5,0.05569143459760775,2025-09-26 - Hoorn.md,2025-09-26,- Hoorn, Hoorn,,
2188,2025-09-26 15:29:00,52.6245283,5.0672133,3.24,665.0,,3.2,336.6,3.7,86.7,110.1,6.6,77.5,6.4,6.8,13.5,2025-09-26,-0.7000000000000002,0.054098627256077496,2025-09-26 - Hoorn.md,2025-09-26,- Hoorn, Hoorn,,
2189,2025-09-26 15:30:00,52.6253516,5.0665916,3.01,665.0,,2.8,338.7,3.0,102.9,124.2,6.0,95.0,5.0,5.8,13.5,2025-09-26,0.2999999999999998,0.05442351482001322,2025-09-26 - Hoorn.md,2025-09-26,- Hoorn, Hoorn,,
2190,2025-09-26 15:31:00,52.62626,5.0664,2.92,665.0,,2.8,352.0,3.3,88.5,96.5,2.7,42.0,4.0,4.4,13.5,2025-09-26,-0.3999999999999999,0.05503287463683667,2025-09-26 - Hoorn.md,2025-09-26,- Hoorn, Hoorn,,
2191,2025-09-26 15:32:00,52.6270583,5.0661983,2.82,665.0,,2.6,354.6,2.9,91.1,96.5,3.7,56.0,4.4,5.3,13.5,2025-09-26,0.0,0.048532092028751486,2025-09-26 - Hoorn.md,2025-09-26,- Hoorn, Hoorn,,
2192,2025-09-26 15:33:00,52.6278683,5.06609,3.02,665.1,,2.5,353.0,2.9,66.3,73.3,3.8,42.5,5.5,5.5,13.5,2025-09-26,0.7000000000000002,0.04883430010001174,2025-09-26 - Hoorn.md,2025-09-26,- Hoorn, Hoorn,,
2193,2025-09-26 15:34:00,52.6288666,5.0659333,3.03,665.1,,3.0,356.6,3.6,87.4,90.8,4.7,53.5,5.9,5.9,13.5,2025-09-26,0.10000000000000009,0.06026119380795286,2025-09-26 - Hoorn.md,2025-09-26,- Hoorn, Hoorn,,
2194,2025-09-26 15:35:00,52.6297666,5.0657533,3.25,665.2,,3.1,352.4,3.7,92.5,100.1,5.1,61.0,5.7,6.3,13.5,2025-09-26,-0.6000000000000001,0.054479552810135876,2025-09-26 - Hoorn.md,2025-09-26,- Hoorn, Hoorn,,
2195,2025-09-26 15:36:00,52.63065,5.06553,3.16,665.2,,2.5,348.6,3.1,92.2,103.6,4.8,67.5,5.1,5.6,13.5,2025-09-26,-0.3999999999999999,0.05370613165455501,2025-09-26 - Hoorn.md,2025-09-26,- Hoorn, Hoorn,,
2196,2025-09-26 15:37:00,52.63143,5.0653566,3.32,665.3,,2.3,347.9,2.7,94.6,106.7,3.8,65.5,4.0,4.2,13.5,2025-09-26,0.19999999999999973,0.04729625590571804,2025-09-26 - Hoorn.md,2025-09-26,- Hoorn, Hoorn,,
2197,2025-09-26 15:38:00,52.6321083,5.0651066,3.51,665.3,,2.3,346.8,2.9,72.5,85.7,3.9,51.0,5.0,5.6,13.5,2025-09-26,-0.19999999999999973,0.04176757105453983,2025-09-26 - Hoorn.md,2025-09-26,- Hoorn, Hoorn,,
2198,2025-09-26 15:39:00,52.6329066,5.0648266,3.5,665.3,,2.4,350.3,2.7,83.5,93.2,3.6,55.0,4.4,4.7,13.5,2025-09-26,0.2999999999999998,0.04904608752557818,2025-09-26 - Hoorn.md,2025-09-26,- Hoorn, Hoorn,,
2199,2025-09-26 15:40:00,52.6336283,5.0652183,1.81,665.5,,2.7,36.7,3.0,53.2,16.5,4.0,9.5,7.0,7.0,13.5,2025-09-26,-0.8999999999999999,0.045660417036904204,2025-09-26 - Hoorn.md,2025-09-26,- Hoorn, Hoorn,,
2200,2025-09-26 15:41:00,52.6343,5.065875,2.03,665.5,,2.0,67.5,2.1,49.8,-17.7,4.3,-12.0,6.3,6.4,14.0,2025-09-26,-1.3,0.046934126407389726,2025-09-26 - Hoorn.md,2025-09-26,- Hoorn, Hoorn,,
2201,2025-09-26 15:42:00,52.6344033,5.0663583,2.06,665.5,,0.0,57.9,0.8,38.5,-19.4,4.6,-16.5,5.4,5.6,14.0,2025-09-26,-0.6000000000000001,0.01868689952361567,2025-09-26 - Hoorn.md,2025-09-26,- Hoorn, Hoorn,,
2202,2025-09-26 15:43:00,52.6343866,5.0664516,2.06,665.5,,0.0,,0.2,,,,-56.5,4.3,4.5,14.0,2025-09-26,-0.1,0.0035475115915619437,2025-09-26 - Hoorn.md,2025-09-26,- Hoorn, Hoorn,,
2203,2025-09-26 15:44:00,52.6343666,5.0663533,2.03,665.5,,0.0,,0.1,,,,-115.5,3.8,4.1,14.0,2025-09-26,0.1,0.003781051096910742,2025-09-26 - Hoorn.md,2025-09-26,- Hoorn, Hoorn,,
2204,2025-09-26 16:08:00,52.6343416,5.0664533,2.05,665.5,,0.0,,0.2,,,,-33.0,4.3,4.3,14.5,2025-09-26,0.9000000000000001,0.003944262318994808,2025-09-26 - Hoorn.md,2025-09-26,- Hoorn, Hoorn,,
2205,2025-09-26 16:09:00,52.6343866,5.0665066,2.21,665.5,,0.5,39.9,1.1,64.4,24.5,4.2,19.5,5.2,5.3,14.5,2025-09-26,2.9999999999999996,0.003330280864912263,2025-09-26 - Hoorn.md,2025-09-26,- Hoorn, Hoorn,,
2206,2025-09-26 16:10:00,52.6352083,5.0658883,2.09,665.5,,3.6,317.0,4.1,107.2,150.2,5.2,97.5,2.6,2.6,14.5,2025-09-26,0.0,0.054282371217334056,2025-09-26 - Hoorn.md,2025-09-26,- Hoorn, Hoorn,,
2207,2025-09-26 16:11:00,52.63615,5.0648316,1.81,665.6,,3.4,325.4,4.1,138.1,172.7,4.8,137.5,0.9,1.2,14.5,2025-09-26,0.10000000000000053,0.06846374436064429,2025-09-26 - Hoorn.md,2025-09-26,- Hoorn, Hoorn,,
2208,2025-09-26 16:12:00,52.63723,5.06419,2.96,665.6,,3.8,5.1,4.2,340.1,-25.0,1.2,-5.5,5.3,5.3,14.5,2025-09-26,-0.30000000000000027,0.06898791946322733,2025-09-26 - Hoorn.md,2025-09-26,- Hoorn, Hoorn,,
